Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  02:00:00,122.570739604,5.03246062556,0.0,0.0,43.513341876,52.539744,36.9323009293,32.0780409293,4.83426,0.02
 01/08  03:00:00,121.56607614,4.02596850044,0.0,0.0,43.513341876,52.539744,30.7282768485,25.8740168485,4.83426,0.02
 01/08  04:00:00,122.579427218,5.03246062556,0.0,0.0,43.513341876,52.539744,40.8500978227,35.9958378227,4.83426,0.02
 01/08  05:00:00,121.9856763,4.02596850044,0.0,0.0,43.513341876,52.539744,43.462279227,30.0155021121,4.83426,8.61251711491
 01/08  06:00:00,122.974404887,5.03246062556,0.0,0.0,43.513341876,52.539744,46.2257894679,41.3715294679,4.83426,0.02
 01/08  07:00:00,125.777673508,7.82485336078,0.0,0.0,43.513341876,52.539744,40.52574239,35.67148239,4.83426,0.02
 01/08  08:00:00,122.859766681,5.03246062556,0.0,0.0,43.513341876,52.539744,43.7209973255,38.8667373255,4.83426,0.02
 01/08  09:00:00,103.913763461,4.02596850044,0.0,0.0,43.513341876,52.539744,34.772360072,29.918100072,4.83426,0.02
 01/08  10:00:00,104.993002032,5.03246062556,0.0,0.0,43.513341876,52.539744,47.8986579855,34.4445989992,4.83426,8.61979898633
 01/08  11:00:00,103.866349628,3.86436111231,0.0,0.0,43.513341876,52.539744,43.3733935827,21.1011243548,4.83426,17.4380092279
 01/08  12:00:00,103.873641798,3.01947637533,0.0,0.0,43.513341876,52.539744,18.462102056,13.607842056,4.83426,0.02
 01/08  13:00:00,100.936217355,0.96964432879,0.0,0.0,43.513341876,52.539744,16.4903530495,2.9980827189,4.83426,8.65801033057
 01/08  14:00:00,100.331722582,0.323214776263,0.0,0.0,43.513341876,52.539744,14.0941073684,0.602085228868,4.83426,8.65776213955
 01/08  15:00:00,100.655373271,0.646429552527,0.0,0.0,43.513341876,52.539744,14.9047138477,1.41994728036,4.83426,8.65050656738
 01/08  16:00:00,99.9695260438,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/08  17:00:00,112.680388711,0.96964432879,0.0,0.0,43.513341876,52.539744,14.8016121214,1.35479701813,4.83426,8.6125551033
 01/08  18:00:00,120.708833183,3.01947637533,0.0,0.0,43.513341876,52.539744,11.4533788554,6.59911885541,4.83426,0.02
 01/08  19:00:00,120.709306653,3.01947637533,0.0,0.0,43.513341876,52.539744,12.5003143364,7.64605433638,4.83426,0.02
 01/08  20:00:00,121.589439556,3.47613487005,0.0,0.0,43.513341876,52.539744,15.1201663293,10.2659063293,4.83426,0.02
 01/08  21:00:00,121.389278033,3.31452748192,0.0,0.0,43.513341876,52.539744,16.3119385254,11.4576785254,4.83426,0.02
 01/08  22:00:00,121.745809299,3.86436111231,0.0,0.0,43.513341876,52.539744,58.2621472593,18.1584728732,4.83426,35.2694143861
 01/08  23:00:00,122.417388377,4.87085323742,0.0,0.0,43.513341876,52.539744,30.2114033544,25.3571433544,4.83426,0.02
 01/08  24:00:00,122.169606707,3.70275372418,0.0,0.0,43.513341876,52.539744,26.0282453455,21.1739853455,4.83426,0.02
 01/09  01:00:00,122.483280535,4.9247223668,0.0,0.0,43.513341876,52.539744,33.7362564602,28.8819964602,4.83426,0.02
 01/09  02:00:00,121.31548136,3.75662285356,0.0,0.0,43.513341876,52.539744,36.6257452381,23.1714606397,4.83426,8.62002459839
 01/09  03:00:00,122.495956162,4.9247223668,0.0,0.0,43.513341876,52.539744,35.559983267,30.705723267,4.83426,0.02
 01/09  04:00:00,121.464850562,3.91823024169,0.0,0.0,43.513341876,52.539744,32.823921068,27.969661068,4.83426,0.02
 01/09  05:00:00,122.972592072,5.03246062556,0.0,0.0,43.513341876,52.539744,48.9466977707,44.0924377707,4.83426,0.02
 01/09  06:00:00,121.914114932,4.02596850044,0.0,0.0,43.513341876,52.539744,55.491100704,42.0368340744,4.83426,8.62000662955
