Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/17  08:00:00,242.414342144,28.829439986,11.8037594495,22.5431975387,37.1018798503,104.434947198,143.402337295,133.476569236,9.90576805939,0.02
 03/17  09:00:00,248.768614829,28.8444849903,12.3596493472,17.7727873429,37.1018798503,116.476155989,144.615153819,126.079376474,9.90576805939,8.63000928548
 03/17  10:00:00,243.829057172,28.8615852909,13.3018436797,12.9696966896,37.1018798503,116.476155989,126.823792272,116.898024213,9.90576805939,0.02
 03/17  11:00:00,242.020296182,28.9273760298,14.2388174751,9.83794336891,37.1018798503,116.476155989,125.670966938,107.129462218,9.90576805939,8.63573666109
 03/17  12:00:00,230.123370112,29.0298544081,15.1679070884,8.5393104179,37.1018798503,104.434947198,107.74513183,97.8193637701,9.90576805939,0.02
 03/17  13:00:00,240.102134391,29.1978468928,16.0758497285,7.41075097168,37.1018798503,116.476155989,111.681931163,93.1392647298,9.90576805939,8.63689837385
 03/17  14:00:00,239.398828034,29.3567760017,16.9923624956,6.22834177373,37.1018798503,116.476155989,100.785543279,90.8597752196,9.90576805939,0.02
 03/17  15:00:00,238.412585629,29.4695624624,17.471573336,4.86575895639,37.1018798503,116.476155989,107.324505368,88.7853110052,9.90576805939,8.63342630369
 03/17  16:00:00,238.587480725,29.4465424984,17.4400499821,4.00841266319,37.1018798503,116.476155989,97.8830216167,87.9572535573,9.90576805939,0.02
 03/17  17:00:00,239.208026926,29.3153563355,17.364382049,3.43174612054,37.1018798503,116.476155989,98.843269287,88.9175012277,9.90576805939,0.02
 03/17  18:00:00,147.398527419,27.2278615289,13.2916625225,0.0,24.7345865669,47.5788473902,77.0348482211,72.0619641914,4.9528840297,0.02
 03/17  19:00:00,155.08116151,27.6653931645,11.000974976,0.0,24.7345865669,47.5788473902,94.5547765781,80.9926806096,4.9528840297,8.60921193872
 03/17  20:00:00,131.256098628,26.498642136,8.89997874158,0.00461695578602,12.3672932834,38.6892022431,100.733981575,97.7422511571,2.97173041782,0.02
